word,mean,target,answer,romaji,type,wordReading,wordRomaji,parts,sentence,sentenceReading,sentenceMeaning,id
国語,quốc ngữ / môn Văn,語,ご,go,on,こくご,kokugo,国~こく~koku~quốc gia~support|語~ご~go~ngôn ngữ~target,ことば「国語」を よみます。,ことば「こくご」を よみます。,Tôi đọc từ “quốc ngữ / môn Văn”.,v1:%E8%AA%9E:%E5%9B%BD%E8%AA%9E:on:%E3%81%94
語る,kể / thuật lại,語,かた,kata,kun,かたる,kataru,語~かた~kata~kể / nói~target|る~る~ru~~kana,ことば「語る」を よみます。,ことば「かたる」を よみます。,Tôi đọc từ “kể / thuật lại”.,v1:%E8%AA%9E:%E8%AA%9E%E3%82%8B:kun:%E3%81%8B%E3%81%9F
土曜日,thứ Bảy,土,ど,do,on,どようび,doyoubi,土~ど~do~đất / thứ Bảy~target|曜日~ようび~youbi~ngày trong tuần~support,ことば「土曜日」を よみます。,ことば「どようび」を よみます。,Tôi đọc từ “thứ Bảy”.,v1:%E5%9C%9F:%E5%9C%9F%E6%9B%9C%E6%97%A5:on:%E3%81%A9
土地,đất đai,土,と,to,on,とち,tochi,土~と~to~đất~target|地~ち~chi~mặt đất~support,ことば「土地」を よみます。,ことば「とち」を よみます。,Tôi đọc từ “đất đai”.,v1:%E5%9C%9F:%E5%9C%9F%E5%9C%B0:on:%E3%81%A8
土,đất,土,つち,tsuchi,kun,つち,tsuchi,土~つち~tsuchi~đất~target,ことば「土」を よみます。,ことば「つち」を よみます。,Tôi đọc từ “đất”.,v1:%E5%9C%9F:%E5%9C%9F:kun:%E3%81%A4%E3%81%A1
木曜日,thứ Năm,木,もく,moku,on,もくようび,mokuyoubi,木~もく~moku~cây / thứ Năm~target|曜日~ようび~youbi~ngày trong tuần~support,ことば「木曜日」を よみます。,ことば「もくようび」を よみます。,Tôi đọc từ “thứ Năm”.,v1:%E6%9C%A8:%E6%9C%A8%E6%9B%9C%E6%97%A5:on:%E3%82%82%E3%81%8F
大木,cây lớn,木,ぼく,boku,on,たいぼく,taiboku,大~たい~tai~lớn~support|木~ぼく~boku~cây~target,ことば「大木」を よみます。,ことば「たいぼく」を よみます。,Tôi đọc từ “cây lớn”.,v1:%E6%9C%A8:%E5%A4%A7%E6%9C%A8:on:%E3%81%BC%E3%81%8F
木,cây / gỗ,木,き,ki,kun,き,ki,木~き~ki~cây / gỗ~target,ことば「木」を よみます。,ことば「き」を よみます。,Tôi đọc từ “cây / gỗ”.,v1:%E6%9C%A8:%E6%9C%A8:kun:%E3%81%8D
食事,bữa ăn,食,しょく,shoku,on,しょくじ,shokuji,食~しょく~shoku~ăn~target|事~じ~ji~việc~support,ことば「食事」を よみます。,ことば「しょくじ」を よみます。,Tôi đọc từ “bữa ăn”.,v1:%E9%A3%9F:%E9%A3%9F%E4%BA%8B:on:%E3%81%97%E3%82%87%E3%81%8F
食堂,nhà ăn,食,しょく,shoku,on,しょくどう,shokudou,食~しょく~shoku~ăn~target|堂~どう~dou~sảnh / nhà~support,ことば「食堂」を よみます。,ことば「しょくどう」を よみます。,Tôi đọc từ “nhà ăn”.,v1:%E9%A3%9F:%E9%A3%9F%E5%A0%82:on:%E3%81%97%E3%82%87%E3%81%8F
食べる,ăn,食,た,ta,kun,たべる,taberu,食~た~ta~ăn~target|べる~べる~beru~~kana,ことば「食べる」を よみます。,ことば「たべる」を よみます。,Tôi đọc từ “ăn”.,v1:%E9%A3%9F:%E9%A3%9F%E3%81%B9%E3%82%8B:kun:%E3%81%9F
電車,tàu điện,車,しゃ,sha,on,でんしゃ,densha,電~でん~den~điện~support|車~しゃ~sha~xe~target,ことば「電車」を よみます。,ことば「でんしゃ」を よみます。,Tôi đọc từ “tàu điện”.,v1:%E8%BB%8A:%E9%9B%BB%E8%BB%8A:on:%E3%81%97%E3%82%83
自転車,xe đạp,車,しゃ,sha,on,じてんしゃ,jitensha,自転~じてん~jiten~tự quay~support|車~しゃ~sha~xe~target,ことば「自転車」を よみます。,ことば「じてんしゃ」を よみます。,Tôi đọc từ “xe đạp”.,v1:%E8%BB%8A:%E8%87%AA%E8%BB%A2%E8%BB%8A:on:%E3%81%97%E3%82%83
車,xe,車,くるま,kuruma,kun,くるま,kuruma,車~くるま~kuruma~xe~target,ことば「車」を よみます。,ことば「くるま」を よみます。,Tôi đọc từ “xe”.,v1:%E8%BB%8A:%E8%BB%8A:kun:%E3%81%8F%E3%82%8B%E3%81%BE
南米,Nam Mỹ,南,なん,nan,on,なんべい,nanbei,南~なん~nan~phía Nam~target|米~べい~bei~Mỹ~support,ことば「南米」を よみます。,ことば「なんべい」を よみます。,Tôi đọc từ “Nam Mỹ”.,v1:%E5%8D%97:%E5%8D%97%E7%B1%B3:on:%E3%81%AA%E3%82%93
南口,cửa phía Nam,南,みなみ,minami,kun,みなみぐち,minamiguchi,南~みなみ~minami~phía Nam~target|口~ぐち~guchi~cửa / lối~support,ことば「南口」を よみます。,ことば「みなみぐち」を よみます。,Tôi đọc từ “cửa phía Nam”.,v1:%E5%8D%97:%E5%8D%97%E5%8F%A3:kun:%E3%81%BF%E3%81%AA%E3%81%BF
南,phía Nam,南,みなみ,minami,kun,みなみ,minami,南~みなみ~minami~phía Nam~target,ことば「南」を よみます。,ことば「みなみ」を よみます。,Tôi đọc từ “phía Nam”.,v1:%E5%8D%97:%E5%8D%97:kun:%E3%81%BF%E3%81%AA%E3%81%BF
何人,bao nhiêu người,何,なん,nan,kun,なんにん,nannin,何~なん~nan~bao nhiêu~target|人~にん~nin~người~support,ことば「何人」を よみます。,ことば「なんにん」を よみます。,Tôi đọc từ “bao nhiêu người”.,v1:%E4%BD%95:%E4%BD%95%E4%BA%BA:kun:%E3%81%AA%E3%82%93
何時,mấy giờ,何,なん,nan,kun,なんじ,nanji,何~なん~nan~mấy~target|時~じ~ji~giờ~support,ことば「何時」を よみます。,ことば「なんじ」を よみます。,Tôi đọc từ “mấy giờ”.,v1:%E4%BD%95:%E4%BD%95%E6%99%82:kun:%E3%81%AA%E3%82%93
何,cái gì,何,なに,nani,kun,なに,nani,何~なに~nani~cái gì~target,ことば「何」を よみます。,ことば「なに」を よみます。,Tôi đọc từ “cái gì”.,v1:%E4%BD%95:%E4%BD%95:kun:%E3%81%AA%E3%81%AB
一万円,mười nghìn yên,万,まん,man,on,いちまんえん,ichimanen,一~いち~ichi~một~support|万~まん~man~mười nghìn~target|円~えん~en~yên~support,ことば「一万円」を よみます。,ことば「いちまんえん」を よみます。,Tôi đọc từ “mười nghìn yên”.,v1:%E4%B8%87:%E4%B8%80%E4%B8%87%E5%86%86:on:%E3%81%BE%E3%82%93
万人,vạn người / mọi người,万,ばん,ban,on,ばんにん,bannin,万~ばん~ban~vạn~target|人~にん~nin~người~support,ことば「万人」を よみます。,ことば「ばんにん」を よみます。,Tôi đọc từ “vạn người / mọi người”.,v1:%E4%B8%87:%E4%B8%87%E4%BA%BA:on:%E3%81%B0%E3%82%93
万,mười nghìn,万,まん,man,on,まん,man,万~まん~man~mười nghìn~target,ことば「万」を よみます。,ことば「まん」を よみます。,Tôi đọc từ “mười nghìn”.,v1:%E4%B8%87:%E4%B8%87:on:%E3%81%BE%E3%82%93
学校,trường học,校,こう,kou,on,がっこう,gakkou,学~がっ~ga~học~support|校~こう~kou~trường~target,ことば「学校」を よみます。,ことば「がっこう」を よみます。,Tôi đọc từ “trường học”.,v1:%E6%A0%A1:%E5%AD%A6%E6%A0%A1:on:%E3%81%93%E3%81%86
高校,trường trung học phổ thông,校,こう,kou,on,こうこう,koukou,高~こう~kou~cao~support|校~こう~kou~trường~target,ことば「高校」を よみます。,ことば「こうこう」を よみます。,Tôi đọc từ “trường trung học phổ thông”.,v1:%E6%A0%A1:%E9%AB%98%E6%A0%A1:on:%E3%81%93%E3%81%86
校長,hiệu trưởng,校,こう,kou,on,こうちょう,kouchou,校~こう~kou~trường~target|長~ちょう~chou~trưởng~support,ことば「校長」を よみます。,ことば「こうちょう」を よみます。,Tôi đọc từ “hiệu trưởng”.,v1:%E6%A0%A1:%E6%A0%A1%E9%95%B7:on:%E3%81%93%E3%81%86
毎日,mỗi ngày,毎,まい,mai,on,まいにち,mainichi,毎~まい~mai~mỗi~target|日~にち~nichi~ngày~support,ことば「毎日」を よみます。,ことば「まいにち」を よみます。,Tôi đọc từ “mỗi ngày”.,v1:%E6%AF%8E:%E6%AF%8E%E6%97%A5:on:%E3%81%BE%E3%81%84
毎年,mỗi năm,毎,まい,mai,on,まいねん,mainen,毎~まい~mai~mỗi~target|年~ねん~nen~năm~support,ことば「毎年」を よみます。,ことば「まいねん」を よみます。,Tôi đọc từ “mỗi năm”.,v1:%E6%AF%8E:%E6%AF%8E%E5%B9%B4:on:%E3%81%BE%E3%81%84
毎朝,mỗi sáng,毎,まい,mai,on,まいあさ,maiasa,毎~まい~mai~mỗi~target|朝~あさ~asa~buổi sáng~support,ことば「毎朝」を よみます。,ことば「まいあさ」を よみます。,Tôi đọc từ “mỗi sáng”.,v1:%E6%AF%8E:%E6%AF%8E%E6%9C%9D:on:%E3%81%BE%E3%81%84
白紙,giấy trắng,白,はく,haku,on,はくし,hakushi,白~はく~haku~trắng~target|紙~し~shi~giấy~support,ことば「白紙」を よみます。,ことば「はくし」を よみます。,Tôi đọc từ “giấy trắng”.,v1:%E7%99%BD:%E7%99%BD%E7%B4%99:on:%E3%81%AF%E3%81%8F
白人,người da trắng,白,はく,haku,on,はくじん,hakujin,白~はく~haku~trắng~target|人~じん~jin~người~support,ことば「白人」を よみます。,ことば「はくじん」を よみます。,Tôi đọc từ “người da trắng”.,v1:%E7%99%BD:%E7%99%BD%E4%BA%BA:on:%E3%81%AF%E3%81%8F
白い,màu trắng,白,しろ,shiro,kun,しろい,shiroi,白~しろ~shiro~trắng~target|い~い~i~~kana,ことば「白い」を よみます。,ことば「しろい」を よみます。,Tôi đọc từ “màu trắng”.,v1:%E7%99%BD:%E7%99%BD%E3%81%84:kun:%E3%81%97%E3%82%8D
天気,thời tiết,天,てん,ten,on,てんき,tenki,天~てん~ten~trời~target|気~き~ki~khí~support,ことば「天気」を よみます。,ことば「てんき」を よみます。,Tôi đọc từ “thời tiết”.,v1:%E5%A4%A9:%E5%A4%A9%E6%B0%97:on:%E3%81%A6%E3%82%93
天国,thiên đường,天,てん,ten,on,てんごく,tengoku,天~てん~ten~trời~target|国~ごく~goku~cõi / quốc gia~support,ことば「天国」を よみます。,ことば「てんごく」を よみます。,Tôi đọc từ “thiên đường”.,v1:%E5%A4%A9:%E5%A4%A9%E5%9B%BD:on:%E3%81%A6%E3%82%93
天の川,dải Ngân Hà,天,あま,ama,kun,あまのがわ,amanogawa,天~あま~ama~trời~target|の~の~no~của~kana|川~がわ~gawa~sông~support,ことば「天の川」を よみます。,ことば「あまのがわ」を よみます。,Tôi đọc từ “dải Ngân Hà”.,v1:%E5%A4%A9:%E5%A4%A9%E3%81%AE%E5%B7%9D:kun:%E3%81%82%E3%81%BE
母国,quê hương / mẫu quốc,母,ぼ,bo,on,ぼこく,bokoku,母~ぼ~bo~mẹ / gốc~target|国~こく~koku~quốc gia~support,ことば「母国」を よみます。,ことば「ぼこく」を よみます。,Tôi đọc từ “quê hương / mẫu quốc”.,v1:%E6%AF%8D:%E6%AF%8D%E5%9B%BD:on:%E3%81%BC
母親,người mẹ,母,はは,haha,kun,ははおや,hahaoya,母~はは~haha~mẹ~target|親~おや~oya~cha mẹ~support,ことば「母親」を よみます。,ことば「ははおや」を よみます。,Tôi đọc từ “người mẹ”.,v1:%E6%AF%8D:%E6%AF%8D%E8%A6%AA:kun:%E3%81%AF%E3%81%AF
お母さん,mẹ (cách gọi lịch sự),母,かあ,kaa,kun,おかあさん,okaasan,お~お~o~tiền tố lịch sự~kana|母~かあ~kaa~mẹ~target|さん~さん~san~kính ngữ~kana,ことば「お母さん」を よみます。,ことば「おかあさん」を よみます。,Tôi đọc từ “mẹ (cách gọi lịch sự)”.,v1:%E6%AF%8D:%E3%81%8A%E6%AF%8D%E3%81%95%E3%82%93:kun:%E3%81%8B%E3%81%82
火曜日,thứ Ba,火,か,ka,on,かようび,kayoubi,火~か~ka~lửa / thứ Ba~target|曜日~ようび~youbi~ngày trong tuần~support,ことば「火曜日」を よみます。,ことば「かようび」を よみます。,Tôi đọc từ “thứ Ba”.,v1:%E7%81%AB:%E7%81%AB%E6%9B%9C%E6%97%A5:on:%E3%81%8B
火山,núi lửa,火,か,ka,on,かざん,kazan,火~か~ka~lửa~target|山~ざん~zan~núi~support,ことば「火山」を よみます。,ことば「かざん」を よみます。,Tôi đọc từ “núi lửa”.,v1:%E7%81%AB:%E7%81%AB%E5%B1%B1:on:%E3%81%8B
火,lửa,火,ひ,hi,kun,ひ,hi,火~ひ~hi~lửa~target,ことば「火」を よみます。,ことば「ひ」を よみます。,Tôi đọc từ “lửa”.,v1:%E7%81%AB:%E7%81%AB:kun:%E3%81%B2
右折,rẽ phải,右,う,u,on,うせつ,usetsu,右~う~u~phải~target|折~せつ~setsu~rẽ / gập~support,ことば「右折」を よみます。,ことば「うせつ」を よみます。,Tôi đọc từ “rẽ phải”.,v1:%E5%8F%B3:%E5%8F%B3%E6%8A%98:on:%E3%81%86
左右,trái phải / hai bên,右,ゆう,yuu,on,さゆう,sayuu,左~さ~sa~trái~support|右~ゆう~yuu~phải~target,ことば「左右」を よみます。,ことば「さゆう」を よみます。,Tôi đọc từ “trái phải / hai bên”.,v1:%E5%8F%B3:%E5%B7%A6%E5%8F%B3:on:%E3%82%86%E3%81%86
右,bên phải,右,みぎ,migi,kun,みぎ,migi,右~みぎ~migi~bên phải~target,ことば「右」を よみます。,ことば「みぎ」を よみます。,Tôi đọc từ “bên phải”.,v1:%E5%8F%B3:%E5%8F%B3:kun:%E3%81%BF%E3%81%8E
読書,đọc sách,読,どく,doku,on,どくしょ,dokusho,読~どく~doku~đọc~target|書~しょ~sho~sách~support,ことば「読書」を よみます。,ことば「どくしょ」を よみます。,Tôi đọc từ “đọc sách”.,v1:%E8%AA%AD:%E8%AA%AD%E6%9B%B8:on:%E3%81%A9%E3%81%8F
音読,đọc thành tiếng,読,どく,doku,on,おんどく,ondoku,音~おん~on~âm thanh~support|読~どく~doku~đọc~target,ことば「音読」を よみます。,ことば「おんどく」を よみます。,Tôi đọc từ “đọc thành tiếng”.,v1:%E8%AA%AD:%E9%9F%B3%E8%AA%AD:on:%E3%81%A9%E3%81%8F
読む,đọc,読,よ,yo,kun,よむ,yomu,読~よ~yo~đọc~target|む~む~mu~~kana,ことば「読む」を よみます。,ことば「よむ」を よみます。,Tôi đọc từ “đọc”.,v1:%E8%AA%AD:%E8%AA%AD%E3%82%80:kun:%E3%82%88
友人,bạn bè / người bạn,友,ゆう,yuu,on,ゆうじん,yuujin,友~ゆう~yuu~bạn~target|人~じん~jin~người~support,ことば「友人」を よみます。,ことば「ゆうじん」を よみます。,Tôi đọc từ “bạn bè / người bạn”.,v1:%E5%8F%8B:%E5%8F%8B%E4%BA%BA:on:%E3%82%86%E3%81%86
親友,bạn thân,友,ゆう,yuu,on,しんゆう,shinyuu,親~しん~shin~thân thiết~support|友~ゆう~yuu~bạn~target,ことば「親友」を よみます。,ことば「しんゆう」を よみます。,Tôi đọc từ “bạn thân”.,v1:%E5%8F%8B:%E8%A6%AA%E5%8F%8B:on:%E3%82%86%E3%81%86
友達,bạn bè,友,とも,tomo,kun,ともだち,tomodachi,友~とも~tomo~bạn~target|達~だち~dachi~nhóm người~support,ことば「友達」を よみます。,ことば「ともだち」を よみます。,Tôi đọc từ “bạn bè”.,v1:%E5%8F%8B:%E5%8F%8B%E9%81%94:kun:%E3%81%A8%E3%82%82
左右,trái phải / hai bên,左,さ,sa,on,さゆう,sayuu,左~さ~sa~trái~target|右~ゆう~yuu~phải~support,ことば「左右」を よみます。,ことば「さゆう」を よみます。,Tôi đọc từ “trái phải / hai bên”.,v1:%E5%B7%A6:%E5%B7%A6%E5%8F%B3:on:%E3%81%95
左折,rẽ trái,左,さ,sa,on,させつ,sasetsu,左~さ~sa~trái~target|折~せつ~setsu~rẽ / gập~support,ことば「左折」を よみます。,ことば「させつ」を よみます。,Tôi đọc từ “rẽ trái”.,v1:%E5%B7%A6:%E5%B7%A6%E6%8A%98:on:%E3%81%95
左,bên trái,左,ひだり,hidari,kun,ひだり,hidari,左~ひだり~hidari~bên trái~target,ことば「左」を よみます。,ことば「ひだり」を よみます。,Tôi đọc từ “bên trái”.,v1:%E5%B7%A6:%E5%B7%A6:kun:%E3%81%B2%E3%81%A0%E3%82%8A
休日,ngày nghỉ,休,きゅう,kyuu,on,きゅうじつ,kyuujitsu,休~きゅう~kyuu~nghỉ~target|日~じつ~jitsu~ngày~support,ことば「休日」を よみます。,ことば「きゅうじつ」を よみます。,Tôi đọc từ “ngày nghỉ”.,v1:%E4%BC%91:%E4%BC%91%E6%97%A5:on:%E3%81%8D%E3%82%85%E3%81%86
休校,trường nghỉ học,休,きゅう,kyuu,on,きゅうこう,kyuukou,休~きゅう~kyuu~nghỉ~target|校~こう~kou~trường~support,ことば「休校」を よみます。,ことば「きゅうこう」を よみます。,Tôi đọc từ “trường nghỉ học”.,v1:%E4%BC%91:%E4%BC%91%E6%A0%A1:on:%E3%81%8D%E3%82%85%E3%81%86
休む,nghỉ ngơi,休,やす,yasu,kun,やすむ,yasumu,休~やす~yasu~nghỉ~target|む~む~mu~~kana,ことば「休む」を よみます。,ことば「やすむ」を よみます。,Tôi đọc từ “nghỉ ngơi”.,v1:%E4%BC%91:%E4%BC%91%E3%82%80:kun:%E3%82%84%E3%81%99
父母,cha mẹ,父,ふ,fu,on,ふぼ,fubo,父~ふ~fu~cha~target|母~ぼ~bo~mẹ~support,ことば「父母」を よみます。,ことば「ふぼ」を よみます。,Tôi đọc từ “cha mẹ”.,v1:%E7%88%B6:%E7%88%B6%E6%AF%8D:on:%E3%81%B5
父,cha / bố của mình,父,ちち,chichi,kun,ちち,chichi,父~ちち~chichi~cha / bố~target,ことば「父」を よみます。,ことば「ちち」を よみます。,Tôi đọc từ “cha / bố của mình”.,v1:%E7%88%B6:%E7%88%B6:kun:%E3%81%A1%E3%81%A1
お父さん,bố (cách gọi lịch sự),父,とう,tou,kun,おとうさん,otousan,お~お~o~tiền tố lịch sự~kana|父~とう~tou~bố~target|さん~さん~san~kính ngữ~kana,ことば「お父さん」を よみます。,ことば「おとうさん」を よみます。,Tôi đọc từ “bố (cách gọi lịch sự)”.,v1:%E7%88%B6:%E3%81%8A%E7%88%B6%E3%81%95%E3%82%93:kun:%E3%81%A8%E3%81%86
雨天,trời mưa / thời tiết mưa,雨,う,u,on,うてん,uten,雨~う~u~mưa~target|天~てん~ten~trời~support,ことば「雨天」を よみます。,ことば「うてん」を よみます。,Tôi đọc từ “trời mưa / thời tiết mưa”.,v1:%E9%9B%A8:%E9%9B%A8%E5%A4%A9:on:%E3%81%86
大雨,mưa lớn,雨,あめ,ame,kun,おおあめ,ooame,大~おお~oo~lớn~support|雨~あめ~ame~mưa~target,ことば「大雨」を よみます。,ことば「おおあめ」を よみます。,Tôi đọc từ “mưa lớn”.,v1:%E9%9B%A8:%E5%A4%A7%E9%9B%A8:kun:%E3%81%82%E3%82%81
雨具,đồ đi mưa,雨,あま,ama,kun,あまぐ,amagu,雨~あま~ama~mưa~target|具~ぐ~gu~dụng cụ~support,ことば「雨具」を よみます。,ことば「あまぐ」を よみます。,Tôi đọc từ “đồ đi mưa”.,v1:%E9%9B%A8:%E9%9B%A8%E5%85%B7:kun:%E3%81%82%E3%81%BE
悪意,ác ý,悪,あく,aku,on,あくい,akui,悪~あく~aku~xấu / ác~target|意~い~i~ý định~support,ことば「悪意」を よみます。,ことば「あくい」を よみます。,Tôi đọc từ “ác ý”.,v1:%E6%82%AA:%E6%82%AA%E6%84%8F:on:%E3%81%82%E3%81%8F
最悪,tệ nhất,悪,あく,aku,on,さいあく,saiaku,最~さい~sai~nhất~support|悪~あく~aku~xấu / tệ~target,ことば「最悪」を よみます。,ことば「さいあく」を よみます。,Tôi đọc từ “tệ nhất”.,v1:%E6%82%AA:%E6%9C%80%E6%82%AA:on:%E3%81%82%E3%81%8F
悪い,xấu / tệ,悪,わる,waru,kun,わるい,warui,悪~わる~waru~xấu~target|い~い~i~~kana,ことば「悪い」を よみます。,ことば「わるい」を よみます。,Tôi đọc từ “xấu / tệ”.,v1:%E6%82%AA:%E6%82%AA%E3%81%84:kun:%E3%82%8F%E3%82%8B
暗記,học thuộc lòng,暗,あん,an,on,あんき,anki,暗~あん~an~ghi nhớ thầm~target|記~き~ki~ghi nhớ~support,ことば「暗記」を よみます。,ことば「あんき」を よみます。,Tôi đọc từ “học thuộc lòng”.,v1:%E6%9A%97:%E6%9A%97%E8%A8%98:on:%E3%81%82%E3%82%93
暗室,phòng tối,暗,あん,an,on,あんしつ,anshitsu,暗~あん~an~tối~target|室~しつ~shitsu~phòng~support,ことば「暗室」を よみます。,ことば「あんしつ」を よみます。,Tôi đọc từ “phòng tối”.,v1:%E6%9A%97:%E6%9A%97%E5%AE%A4:on:%E3%81%82%E3%82%93
暗い,tối,暗,くら,kura,kun,くらい,kurai,暗~くら~kura~tối~target|い~い~i~~kana,ことば「暗い」を よみます。,ことば「くらい」を よみます。,Tôi đọc từ “tối”.,v1:%E6%9A%97:%E6%9A%97%E3%81%84:kun:%E3%81%8F%E3%82%89
医者,bác sĩ,医,い,i,on,いしゃ,isha,医~い~i~y học~target|者~しゃ~sha~người~support,ことば「医者」を よみます。,ことば「いしゃ」を よみます。,Tôi đọc từ “bác sĩ”.,v1:%E5%8C%BB:%E5%8C%BB%E8%80%85:on:%E3%81%84
医学,y học,医,い,i,on,いがく,igaku,医~い~i~y khoa~target|学~がく~gaku~học~support,ことば「医学」を よみます。,ことば「いがく」を よみます。,Tôi đọc từ “y học”.,v1:%E5%8C%BB:%E5%8C%BB%E5%AD%A6:on:%E3%81%84
医院,phòng khám,医,い,i,on,いいん,iin,医~い~i~y tế~target|院~いん~in~viện~support,ことば「医院」を よみます。,ことば「いいん」を よみます。,Tôi đọc từ “phòng khám”.,v1:%E5%8C%BB:%E5%8C%BB%E9%99%A2:on:%E3%81%84
意味,ý nghĩa,意,い,i,on,いみ,imi,意~い~i~ý~target|味~み~mi~vị / nghĩa~support,ことば「意味」を よみます。,ことば「いみ」を よみます。,Tôi đọc từ “ý nghĩa”.,v1:%E6%84%8F:%E6%84%8F%E5%91%B3:on:%E3%81%84
意見,ý kiến,意,い,i,on,いけん,iken,意~い~i~ý~target|見~けん~ken~cách nhìn~support,ことば「意見」を よみます。,ことば「いけん」を よみます。,Tôi đọc từ “ý kiến”.,v1:%E6%84%8F:%E6%84%8F%E8%A6%8B:on:%E3%81%84
意外,ngoài dự đoán / bất ngờ,意,い,i,on,いがい,igai,意~い~i~ý nghĩ~target|外~がい~gai~ngoài~support,ことば「意外」を よみます。,ことば「いがい」を よみます。,Tôi đọc từ “ngoài dự đoán / bất ngờ”.,v1:%E6%84%8F:%E6%84%8F%E5%A4%96:on:%E3%81%84
以上,trở lên / hơn nữa,以,い,i,on,いじょう,ijou,以~い~i~từ / trở lên~target|上~じょう~jou~trên~support,ことば「以上」を よみます。,ことば「いじょう」を よみます。,Tôi đọc từ “trở lên / hơn nữa”.,v1:%E4%BB%A5:%E4%BB%A5%E4%B8%8A:on:%E3%81%84
以前,trước đây / trước khi,以,い,i,on,いぜん,izen,以~い~i~từ / mốc~target|前~ぜん~zen~trước~support,ことば「以前」を よみます。,ことば「いぜん」を よみます。,Tôi đọc từ “trước đây / trước khi”.,v1:%E4%BB%A5:%E4%BB%A5%E5%89%8D:on:%E3%81%84
引用,trích dẫn,引,いん,in,on,いんよう,inyou,引~いん~in~dẫn~target|用~よう~you~dùng~support,ことば「引用」を よみます。,ことば「いんよう」を よみます。,Tôi đọc từ “trích dẫn”.,v1:%E5%BC%95:%E5%BC%95%E7%94%A8:on:%E3%81%84%E3%82%93
引く,kéo / rút,引,ひ,hi,kun,ひく,hiku,引~ひ~hi~kéo~target|く~く~ku~~kana,ことば「引く」を よみます。,ことば「ひく」を よみます。,Tôi đọc từ “kéo / rút”.,v1:%E5%BC%95:%E5%BC%95%E3%81%8F:kun:%E3%81%B2
病院,bệnh viện,院,いん,in,on,びょういん,byouin,病~びょう~byou~bệnh~support|院~いん~in~viện~target,ことば「病院」を よみます。,ことば「びょういん」を よみます。,Tôi đọc từ “bệnh viện”.,v1:%E9%99%A2:%E7%97%85%E9%99%A2:on:%E3%81%84%E3%82%93
入院,nhập viện,院,いん,in,on,にゅういん,nyuuin,入~にゅう~nyuu~vào~support|院~いん~in~viện~target,ことば「入院」を よみます。,ことば「にゅういん」を よみます。,Tôi đọc từ “nhập viện”.,v1:%E9%99%A2:%E5%85%A5%E9%99%A2:on:%E3%81%84%E3%82%93
店員,nhân viên cửa hàng,員,いん,in,on,てんいん,tenin,店~てん~ten~cửa hàng~support|員~いん~in~nhân viên~target,ことば「店員」を よみます。,ことば「てんいん」を よみます。,Tôi đọc từ “nhân viên cửa hàng”.,v1:%E5%93%A1:%E5%BA%97%E5%93%A1:on:%E3%81%84%E3%82%93
会社員,nhân viên công ty,員,いん,in,on,かいしゃいん,kaishain,会社~かいしゃ~kaisha~công ty~support|員~いん~in~nhân viên~target,ことば「会社員」を よみます。,ことば「かいしゃいん」を よみます。,Tôi đọc từ “nhân viên công ty”.,v1:%E5%93%A1:%E4%BC%9A%E7%A4%BE%E5%93%A1:on:%E3%81%84%E3%82%93
運動,vận động / tập thể dục,運,うん,un,on,うんどう,undou,運~うん~un~vận động~target|動~どう~dou~chuyển động~support,ことば「運動」を よみます。,ことば「うんどう」を よみます。,Tôi đọc từ “vận động / tập thể dục”.,v1:%E9%81%8B:%E9%81%8B%E5%8B%95:on:%E3%81%86%E3%82%93
運ぶ,vận chuyển / mang,運,はこ,hako,kun,はこぶ,hakobu,運~はこ~hako~vận chuyển~target|ぶ~ぶ~bu~~kana,ことば「運ぶ」を よみます。,ことば「はこぶ」を よみます。,Tôi đọc từ “vận chuyển / mang”.,v1:%E9%81%8B:%E9%81%8B%E3%81%B6:kun:%E3%81%AF%E3%81%93
英語,tiếng Anh,英,えい,ei,on,えいご,eigo,英~えい~ei~Anh~target|語~ご~go~ngôn ngữ~support,ことば「英語」を よみます。,ことば「えいご」を よみます。,Tôi đọc từ “tiếng Anh”.,v1:%E8%8B%B1:%E8%8B%B1%E8%AA%9E:on:%E3%81%88%E3%81%84
英国,nước Anh,英,えい,ei,on,えいこく,eikoku,英~えい~ei~Anh~target|国~こく~koku~quốc gia~support,ことば「英国」を よみます。,ことば「えいこく」を よみます。,Tôi đọc từ “nước Anh”.,v1:%E8%8B%B1:%E8%8B%B1%E5%9B%BD:on:%E3%81%88%E3%81%84
映画,phim điện ảnh,映,えい,ei,on,えいが,eiga,映~えい~ei~chiếu~target|画~が~ga~hình ảnh~support,ことば「映画」を よみます。,ことば「えいが」を よみます。,Tôi đọc từ “phim điện ảnh”.,v1:%E6%98%A0:%E6%98%A0%E7%94%BB:on:%E3%81%88%E3%81%84
映る,được chiếu / phản chiếu,映,うつ,utsu,kun,うつる,utsuru,映~うつ~utsu~phản chiếu~target|る~る~ru~~kana,ことば「映る」を よみます。,ことば「うつる」を よみます。,Tôi đọc từ “được chiếu / phản chiếu”.,v1:%E6%98%A0:%E6%98%A0%E3%82%8B:kun:%E3%81%86%E3%81%A4
遠足,chuyến dã ngoại,遠,えん,en,on,えんそく,ensoku,遠~えん~en~xa~target|足~そく~soku~chân / chuyến đi~support,ことば「遠足」を よみます。,ことば「えんそく」を よみます。,Tôi đọc từ “chuyến dã ngoại”.,v1:%E9%81%A0:%E9%81%A0%E8%B6%B3:on:%E3%81%88%E3%82%93
